Products,Reactants,Spectators
'FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C(=O)NN)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C(=O)OC)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; O.NN,[]
'BrC=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)N1CCOCC1',BrC=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)N; BrCCOCCBr; [Na+].[I-]; C([O-])([O-])=O.[K+].[K+],"['O', 'O']"
'BrC=1C=CC=2N(C1)C(=CN2)C2=CC=C(C=C2)OC',C(CCO)O; COC1=CC=C(C=C1)B(O)O; BrC=1C=CC=2N(C1)C(=CN2)I; P(=O)([O-])([O-])[O-].[K+].[K+].[K+],[]
'CN(CCNC(=O)N1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NNC1)C)C',CN(CCNC(=O)N1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C)C; Cl,[]
'CS(=O)(=O)C1=CC=C(OC2CCN(CC2)C2=CC=NC3=CC=C(C=C23)C=2C=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1',BrC=1C=C2C(=CC=NC2=CC1)N1CCC(CC1)OC1=CC=C(C=C1)S(=O)(=O)C; C(C1=CC=CC=C1)(C1=CC=CC=C1)(C1=CC=CC=C1)N1N=CC(=C1)B(O)O,[]
'Cl.FC(C1=NNC=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)CC=1C(NC=CC1)=O)(F)F',COC1=NC=CC=C1CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(F)(F)F; COC1=NC=CC=C1CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)Br; FC(C1=NN(C=C1B(O)O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(F)F; [Na+].[I-]; C[Si](C)(C)Cl; S(=O)([O-])[O-].[Na+].[Na+],[]
'IC1=CC=C(S1)SCCCC#N',S1C(=CC=C1)SCCCC#N; IN1C(=O)CCC1=O,[]
'CNS(=O)(=O)C=1SC(=CC1)C1=NC=NC2=CC=C(C=C12)Br',BrC=1C=C2C(=NC=NC2=CC1)C1=CC=C(S1)S(=O)(=O)Cl; CN,[]
'Cl.Cl.COC1=CC=C(C=N1)C1=CC=NC2=CC=C(C=C12)C=1C(=NNC1)C',COC1=CC=C(C=N1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C; Cl,[]
'NC=1C=C(C=CC1)S(=O)(=O)NC1CC1',S(=O)(=O)(Cl)Cl.[N+](=O)([O-])C=1C=CC=CC1; C1(CC1)N; O1CCCC1,[]
'BrC=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C1=NC=CC=C1',BrC=1C=C2C(=CC=NC2=CC1)Cl; N1=C(C=CC=C1)N1CCNCC1,[]
'BrC=1C=C2C(=NC=NC2=CC1)C1=CC=C(S1)S(=O)(=O)Cl',ClS(=O)(=O)O; S(=O)(Cl)Cl; BrC=1C=C2C(=NC=NC2=CC1)C=1SC=CC1; C([O-])(O)=O.[Na+],[]
'CSC1=CC=C(S1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)CO',CSC1=CC=C(S1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C(=O)OC)C=C2; CSC1=CC=C(S1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C(=O)OCC)C=C2,[]
'C(C1=CC=CC=C1)NC1=NC2=C(N1C1=CC=C(C=C1)F)C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)F',C(C1=CC=CC=C1)N; C(C)S(=O)(=O)C1=NC2=C(N1C1=CC=C(C=C1)F)C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)F,[]
'FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C=2SC(=CC2)SC)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2',FC1=CC=C(C=C1)C1=NN(C=C1B(O)O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; BrC=1C=CC=2N(C1)C(=CN2)C=2SC(=CC2)SC; Cc1ccccc1; [Na+].[Na+].[O-]C([O-])=O,[]
'BrC=1C=C(C=2N(C1)C=CN2)Cl',BrC=1C=C(C=2N(C1)CCN2)Cl,[]
'FC1=CC=C(C=C1)C1=NNC=C1C=1C=C2C(=CC=NC2=CC1)C=1SC(=CC1)S(=O)(=O)C',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=C2C(=CC=NC2=CC1)C=1SC(=CC1)S(=O)(=O)C)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; OC(=O)C(F)(F)F,[]
'CS(=O)(=O)C1=C(OC2CCN(CC2)C2=CC=NC3=CC=C(C=C23)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(F)(F)F)C=CC=C1',BrC=1C=C2C(=CC=NC2=CC1)N1CCC(CC1)OC1=C(C=CC=C1)S(=O)(=O)C; FC(C1=NN(C=C1B(O)O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(F)F,[]
'C(#N)C=1C=C(C=CC1F)N1CCN(CC1)C(=O)OC(C)(C)C',C1(=CC=CC=C1)P(C1=C(C2=CC=CC=C2C=C1)C1=C(C=CC2=CC=CC=C12)P(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1; C([O-])([O-])=O.[Cs+].[Cs+]; BrC=1C=CC(=C(C#N)C1)F; N1(CCNCC1)C(=O)OC(C)(C)C,[]
'CS(=O)(=O)C1=CC=C(S1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(=O)N',CS(=O)(=O)C1=CC=C(S1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(=O)O; Cl.C(C)N=C=NCCCN(C)C; [Cl-].[NH4+]; CCN(CC)CC,[]
'COC1=CC=C(C=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NNC2)C2=CC=C(C=C2)C=2C(=CC=CC2)C(=O)O',COC1=CC=C(C=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)C=2C(=CC=CC2)C(=O)OC; [OH-].[Na+]; CO; [Cl-].[NH4+],['O']
'Cl.Cl.CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NNC1)C',CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C; Cl,[]
'C(C)C=1C=CC(=NC1)N',C(=C)C=1C=CC(=NC1)N,[]
'FC1=CC=C(C=C1)C1=NNC=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(C=C2)NS(=O)(=O)C',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(C=C2)NS(=O)(=O)C)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; OC(=O)C(F)(F)F; ClCCl; [OH-].[Na+],[]
'Cl.Cl.FC1=CC=C(C=C1)C1=NNC=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(C=C2)S(=O)(=O)N',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(C=C2)S(=O)(=O)N)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; Cl,[]
'FC1=CC=C(C=C1)N1C=NC2=C1C=C(C=C2)C(=O)O-',N1C=NC2=C1C=C(C=C2)C(=O)OC; OB(O)c1ccc(F)cc1; c1ccncc1,[]
'CN(C(CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NNC1)C)=O)C',CN(C(CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C)=O)C; OC(=O)C(F)(F)F,[]
'Cl.Cl.FC1=CC=C(C=C1)C1=NNC=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; Cl,[]
'CN(C(=O)N1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NNC1)C)C',CC1=NN(C=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C(=O)N(C)C)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; OC(=O)C(F)(F)F,[]
'O1CCN(CC1)C(=O)N1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NNC1)C(F)(F)F',O1CCN(CC1)C(=O)N1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(F)(F)F; OC(=O)C(F)(F)F,[]
'FC1=CC=C(C=C1)NC(C1=CC(=CC=C1)N1CCN(CC1)C1=NC=NC2=CC=C(C=C12)C1=NN(C=C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)=O',C(C1=CC=CC=C1)(C1=CC=CC=C1)(C1=CC=CC=C1)N1N=C(C=C1)C=1C=C2C(=NC=NC2=CC1)N1CCN(CC1)C=1C=C(C(=O)O)C=CC1; Nc1ccc(F)cc1; ON1N=NC2=C1C=CC=C2; Cl.C(C)N=C=NCCCN(C)C,[]
'NC1=C(C=C(C=C1)Br)NC1=CC(=C(C(=O)OCC)C=C1)F',NC1=C(C=CC=C1)NC1=CC(=C(C(=O)OCC)C=C1)F; BrN1C(=O)CCC1=O; S(=S)(=O)([O-])[O-].[Na+].[Na+]; C([O-])(O)=O.[Na+],[]
'Cl.Cl.N1N=NN=C1C1=CC=C(S1)C1=NNC=C1C=1C=CC=2N(C1)C(=CN2)C=2SC=CN2',N1N=NN=C1C1=CC=C(S1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C=2SC=CN2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; Cl; O,[]
'COCCOCC(=O)OCC',COCCOCC(=O)O; S(O)(O)(=O)=O; CCO,[]
'FC1=C(C(=CC=C1)F)C1=NN(C=C1C1=CC2=C(N(C=N2)CCC(C(=O)O-)(C)C)C=C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1',FC1=C(C(=CC=C1)F)C1=NN(C=C1B(O)O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; FC1=C(C(=CC=C1)F)C1=NN(C=C1C=1C=CC2=C(N(C=N2)CCC(C(=O)[O-])(C)C)C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,[]
'BrC=1C=CC=2N(C1)C(=CN2)C2=CC=C(C(=O)OC)C=C2',CC1(OB(OC1(C)C)C1=CC=C(C(=O)OC)C=C1)C; BrC=1C=CC=2N(C1)C(=CN2)I; P(=O)([O-])([O-])[O-].[K+].[K+].[K+],[]
'FC1=CC=C(C=C1)C1=NN(C=C1B(O)O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1',BrC=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)F; C(CCC)[Li]; B(OC(C)C)(OC(C)C)OC(C)C; [Cl-].[NH4+],['O1CCCC1']
'FC1=C(C(=O)OCC)C=CC(=C1)C1=NC=NC2=CC=C(C=C12)C=1C=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1',ClC=1C=C2C(=NC=NC2=CC1)C1=CC(=C(C(=O)OCC)C=C1)F; C(C1=CC=CC=C1)(C1=CC=CC=C1)(C1=CC=CC=C1)N1N=CC(=C1)B(O)O; [F-].[K+]; C(C)(C)(C)P(C1=C(C=CC=C1)C1=CC=CC=C1)C(C)(C)C,"['[Pd+2].[O-]C(=O)C.[O-]C(=O)C', 'O']"
'FC(S(=O)(=O)C1=CC=C(OC2CCN(CC2)C(=O)OC(C)(C)C)C=C1)(F)F',I(=O)(=O)(=O)[O-].[Na+]; FC(F)(F)SC1=CC=C(OC2CCN(CC2)C(=O)OC(C)(C)C)C=C1; C([O-])(O)=O.[Na+]; O,[]
'N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(N)C=C2',N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C(=O)O)C=C2; C1(=CC=CC=C1)P(=O)(C1=CC=CC=C1)N=[N+]=[N-]; C([O-])([O-])=O.[K+].[K+]; CN(C=O)C,[]
'Cl.Cl.CC1=NNC=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F',CC1=NN(C=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; Cl,[]
'FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(OCCCN)C=C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(OCCCN=[N+]=[N-])C=C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; C(CCC)P; O; [Na+].[Na+].[O-]S([O-])(=O)=O,[]
'FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(OCCCNC(C)=O)C=C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(OCCCN)C=C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; CCN(CC)CC; CC(=O)OC(C)=O; C([O-])(O)=O.[Na+],[]
'BrC=1C=CC(=NC1)NCC(OC)OC',BrC1=NC=C(C=C1)Br; C([O-])(O)=O.[Na+]; COC(CN)OC,[]
'Cl.Cl.N1N=CC(=C1)C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F',FC(C=1C=C(C=CC1)N1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(F)F; Cl,[]
'OC(C1CCN(CC1)C(=O)OC(C)(C)C)C=1SC(=CC1)SC',BrC=1SC(=CC1)SC; C(CCC)[Li]; C(=O)C1CCN(CC1)C(=O)OC(C)(C)C; [Cl-].[NH4+],"['O1CCCC1', 'CCCCCC']"
'C(=C)C=1C=CC(=NC1)N',BrC=1C=CC(=NC1)N; C(CCC)[Sn](C=C)(CCCC)CCCC,[]
'CSC1=CC=C(S1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C(=O)OCC)C=C2',BrC=1C=CC=2N(C1)C(=CN2)C=2SC(=CC2)SC; CC1(OB(OC1(C)C)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C(=O)OC)C=C1)C; CC1(OB(OC1(C)C)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C(=O)OC)C=C1)C; CSC1=CC=C(S1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C(=O)OC)C=C2,[]
'FC1=CC=C(C=C1)C1=NNC=C1C=1C=CC2=C(N(C=N2)C2=NC=C(C(=O)N(C)C)C=C2)C1',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC2=C(N(C=N2)C2=NC=C(C(=O)N(C)C)C=C2)C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,['O1CCCC1']
'N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)NS(=O)(=O)C',N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(N)C=C2; CS(=O)(=O)Cl,[]
'FC1=CC=C(C=C1)NC(=O)C1CCN(CC1)C1=CC=NC2=CC=C(C=C12)Br',CCN(CC)CC; ClC(=O)OCC(C)C; BrC=1C=C2C(=CC=NC2=CC1)N1CCC(CC1)C(=O)O; Nc1ccc(F)cc1,['O1CCCC1']
'CN(C(CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C)=O)C',CC1=NN(C=C1C=1C=C2C(=CC=NC2=CC1)N1CCNCC1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; CN(C(CCl)=O)C,[]
'FC1=C(C(=O)OCC)C=CC(=C1)NC1=C(C=CC=C1)N+(=O)O-',BrC1=CC(=C(C(=O)OCC)C=C1)F; [N+](=O)([O-])C1=C(N)C=CC=C1; C([O-])([O-])=O.[Cs+].[Cs+]; C1(=CC=CC=C1)P(C1=C(C2=CC=CC=C2C=C1)C1=C(C=CC2=CC=CC=C12)P(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,['[Pd].[Pd].C(C1=CC=CC=C1)=CC(=O)C=CC1=CC=CC=C1.C(C1=CC=CC=C1)=CC(=O)C=CC1=CC=CC=C1.C(C1=CC=CC=C1)=CC(=O)C=CC1=CC=CC=C1']
'BrC=1C=C(C(=NC1)NCCO)Cl',ClC=1C(=NC=CC1)NCCO; BrN1C(=O)CCC1=O,[]
'CS(=O)(=O)C1=CC=C(OC2CCN(CC2)C2=CC=NC3=CC=C(C=C23)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(F)(F)F)C=C1',BrC=1C=C2C(=CC=NC2=CC1)N1CCC(CC1)OC1=CC=C(C=C1)S(=O)(=O)C; FC(C1=NN(C=C1B(O)O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(F)F,[]
'Cl',BrC=1C=C(C(=NC1)NCCO)Cl; S(=O)(Cl)Cl,[]
'N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(=O)O',N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(=O)OC; [OH-].[Na+]; CO; [Cl-].[NH4+],['O']
'COC=1C=C(C=CC1)C(CN(S(=O)(=O)C=1SC(=CC1)C1=NC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)F)C)=O',CNS(=O)(=O)C=1SC(=CC1)C1=NC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)F; COC=1C=C(C(CBr)=O)C=CC1; O,[]
'Cl.Cl.CN(C(=O)C=1SC(=CC1)C1=NNC=C1C=1C=CC=2N(C1)C(=CN2)C=2SC=CN2)C',CN(C(=O)C=1SC(=CC1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C=2SC=CN2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C; Cl,[]
'BrC=1C=CC=2N(C1)C(=CN2)C(=O)NN',BrC=1C=CC=2N(C1)C(=CN2)C(=O)OCC; O.NN,[]
'CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NNC1)CF',CN1CCN(CC1)C1=CC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(F)(F)F; OC(=O)C(F)(F)F,[]
'FC1=C(OC2CCN(CC2)C(=O)OC(C)(C)C)C=CC(=C1)SC',FC1=C(C=CC(=C1)SC)O; OC1CCN(CC1)C(=O)OC(C)(C)C; C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1; O=C(/N=N/C(=O)OCC)OCC,[]
'CN(S(=O)(=O)C=1SC(=CC1)C1=NC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)F)CC(=O)N1CCOCC1',CNS(=O)(=O)C=1SC(=CC1)C1=NC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)F; ClCC(=O)N1CCOCC1,[]
'FC1=C(C=C(C=C1)S(=O)(=O)C)N1CCNCC1',FC1=C(C=C(C=C1)S(=O)(=O)C)N; Cl.ClCCNCCCl; C([O-])(O)=O.[Na+],[]
'BrC=1C=CC=2N(C1)C(=CN2)C#N',BrC=1C=CC=2N(C1)C(=CN2)I; [Br-].C(C)(C)[Mg+]; C1(=CC=C(C=C1)S(=O)(=O)C#N)C; O,"['O1CCCC1', 'O1CCCC1']"
'OC(C1CCN(CC1)C(=O)OC(C)(C)C)C1=CC=C(C=C1)SC',BrC1=CC=C(C=C1)SC; C(CCC)[Li]; C(=O)C1CCN(CC1)C(=O)OC(C)(C)C; [Cl-].[NH4+],"['O1CCCC1', 'CCCCCC']"
'N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C(=O)OCC)C=C2',BrC=1C=CC=2N(C1)C(=CN2)C2=NC=CC=C2; CC1(OB(OC1(C)C)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C(=O)OC)C=C1)C; CC1(OB(OC1(C)C)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C(=O)OCC)C=C1)C; N1=C(C=CC=C1)C1=CN=C2N1C=C(C=C2)C=2C(=NN(C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C(=O)OC)C=C2,[]
'C(C1=CC=CC=C1)N(S(=O)(=O)C=1SC(=CC1)C1=NC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)F)C',CNS(=O)(=O)C=1SC(=CC1)C1=NC=NC2=CC=C(C=C12)C=1C(=NN(C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)F; BrCc1ccccc1,[]
'BrC=1C=CC=2N(C1)C(CN2)C#N',C1(=CC=C(C=C1)S(=O)(=O)OC(CNC1=NC=C(C=C1)Br)C#N)C,[]
'C(C1=CC=CC=C1)(C1=CC=CC=C1)=NC1=C(C=CC(=C1)SC)F',C(CCC)[Li]; C(C1=CC=CC=C1)(C1=CC=CC=C1)=NC1=C(C=CC(=C1)Br)F; CSC; [Cl-].[NH4+],['O1CCCC1']
'BrC=1C=CC=2N(C1)C(=CN2)C=2SC(=NN2)SC',[OH-].[K+]; BrC=1C=CC=2N(C1)C(=CN2)C(=O)NN; S=C=S; CI,['O']
'BrC=1C=CC=2N(C1)C(=CN2)C=2OC(=NN2)SC',BrC=1C=CC=2N(C1)C(=CN2)C(=O)NN; S=C=S; [OH-].[Na+]; CCO,[]
'BrC=1C=CC(=C(C1)N)F',BrC=1C=CC(=C(C1)[N+](=O)[O-])F; [Cl-].[NH4+]; CO,[]
'Cl.Cl.CC1=NNC(=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C)C',CC1=NN(C(=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)C)C)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; Cl,[]
'BrC=1C=C2C(=NC=NC2=CC1)C1=CC=C(S1)C(=O)O',BrC=1C=C2C(=NC=NC2=CC1)C1=CC=C(S1)C=O; [OH-].[Na+],"['O', 'CS(C)=O']"
'ClC=1C=CC(=NC1)NC1=C(C=CC=C1)N+(=O)O-',[OH-].[K+]; FC1=C(C=CC=C1)[N+](=O)[O-]; ClC=1C=CC(=NC1)N; O,[]
'FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(C=C2)NS(=O)(=O)C)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(N)C=C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; CCN(CC)CC; CS(=O)(=O)Cl; O,[]
'CC1=NNC=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)CC(=O)N',CC1=NN(C=C1C=1C=C2C(=CC=NC2=CC1)N1CCN(CC1)CC(=O)N)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; OC(=O)C(F)(F)F,[]
'FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)C2=CC=C(S2)C(=O)N)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2',FC1=CC=C(C=C1)C1=NN(C=C1C=1C=CC=2N(C1)C(=CN2)I)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; C(CCC)[Sn](CCCC)(CCCC)Cl; BrC1=CC=C(S1)C(=O)N,[]
